term_id,term_str,n,num,stop,p_stem,pos_max,term_rank,p,df,idf,tfidf_mean,tfidf_sum,tfidf_median,tfidf_max
113,against,41,0,1,against,IN,70,0.0015791095362810044,39,1.380211241711606,1.4509913053891244,56.588660910175854,1.380211241711606,2.760422483423212
114,ago,3,0,0,ago,RB,108,0.00011554460021568326,3,2.494154594018443,2.494154594018443,7.482463782055328,2.494154594018443,2.494154594018443
115,agreed,2,0,0,agre,JJ,109,7.702973347712218e-05,2,2.670245853074124,2.670245853074124,5.340491706148248,2.670245853074124,2.670245853074124
116,agreement,16,0,0,agreement,NN,95,0.0006162378678169774,9,2.0170333392987803,3.585837047642276,32.272533428780484,2.0170333392987803,6.05110001789634
117,agricultural,7,0,0,agricultur,JJ,104,0.0002696040671699276,7,2.1261778087238485,2.1261778087238485,14.883244661066941,2.1261778087238485,2.1261778087238485
118,aid,2,0,0,aid,NN,109,7.702973347712218e-05,2,2.670245853074124,2.670245853074124,5.340491706148248,2.670245853074124,2.670245853074124
119,air,36,0,0,air,NN,75,0.001386535202588199,32,1.4661258704181992,1.6493916042204735,52.78053133505515,1.4661258704181992,2.9322517408363984
120,airplanes,2,0,0,airplan,NNS,109,7.702973347712218e-05,2,2.670245853074124,2.670245853074124,5.340491706148248,2.670245853074124,2.670245853074124
121,airport,1,0,0,airport,NN,110,3.851486673856109e-05,1,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105
122,airstrike,10,0,0,airstrik,NN,101,0.00038514866738561084,10,1.9712758487381052,1.9712758487381055,19.712758487381056,1.9712758487381052,1.9712758487381052
123,airstrikes,123,0,0,airstrik,NNS,35,0.004737328608843013,112,0.9220578260679236,1.0126170768424523,113.41311260635464,0.9220578260679236,2.766173478203771
124,al,46,0,0,al,NN,66,0.0017716838699738098,37,1.4030741246711103,1.7443624252667849,64.54140973487104,1.4030741246711103,7.015370623355551
125,alabbas,1,0,0,alabba,NN,110,3.851486673856109e-05,1,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105
126,alain,2,0,0,alain,JJ,109,7.702973347712218e-05,2,2.670245853074124,2.670245853074124,5.340491706148248,2.670245853074124,2.670245853074124
127,alakrad,3,0,0,alakrad,NN,108,0.00011554460021568326,3,2.494154594018443,2.494154594018443,7.482463782055328,2.494154594018443,2.494154594018443
128,alaliyah,1,0,0,alaliyah,JJ,110,3.851486673856109e-05,1,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105
129,alaqlah,1,0,0,alaqlah,JJ,110,3.851486673856109e-05,1,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105
130,alarish,2,0,0,alarish,JJ,109,7.702973347712218e-05,1,2.971275848738105,5.94255169747621,5.94255169747621,5.94255169747621,5.94255169747621
131,alaswad,1,0,0,alaswad,NN,110,3.851486673856109e-05,1,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105
132,albab,2,0,0,albab,NN,109,7.702973347712218e-05,2,2.670245853074124,2.670245853074124,5.340491706148248,2.670245853074124,2.670245853074124
133,albalad,4,0,0,albalad,JJ,107,0.00015405946695424435,4,2.369215857410143,2.369215857410143,9.476863429640572,2.369215857410143,2.369215857410143
134,albleil,1,0,0,albleil,JJ,110,3.851486673856109e-05,1,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105
135,albukamal,3,0,0,albukam,JJ,108,0.00011554460021568326,3,2.494154594018443,2.494154594018443,7.482463782055328,2.494154594018443,2.494154594018443
136,aldarwasheh,1,0,0,aldarwasheh,JJ,110,3.851486673856109e-05,1,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105
137,aldayf,1,0,0,aldayf,NN,110,3.851486673856109e-05,1,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105
138,aldin,1,0,0,aldin,JJ,110,3.851486673856109e-05,1,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105
139,alelmia,2,0,0,alelmia,NN,109,7.702973347712218e-05,1,2.971275848738105,5.94255169747621,5.94255169747621,5.94255169747621,5.94255169747621
140,alfatatish,1,0,0,alfatatish,JJ,110,3.851486673856109e-05,1,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105
141,alghab,1,0,0,alghab,JJ,110,3.851486673856109e-05,1,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105
142,alhalib,2,0,0,alhalib,JJ,109,7.702973347712218e-05,2,2.670245853074124,2.670245853074124,5.340491706148248,2.670245853074124,2.670245853074124
143,alhamzabrigade,1,0,0,alhamzabrigad,VBD,110,3.851486673856109e-05,1,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105
144,alhanin,1,0,0,alhanin,NN,110,3.851486673856109e-05,1,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105
145,alhasakeh,13,0,0,alhasakeh,JJ,98,0.0005006932676012941,12,1.8920946026904804,2.049769152914687,24.597229834976247,1.8920946026904804,3.7841892053809607
146,alhawayij,1,0,0,alhawayij,JJ,110,3.851486673856109e-05,1,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105
147,alhawi,1,0,0,alhawi,NN,110,3.851486673856109e-05,1,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105
148,alhaysa,1,0,0,alhaysa,NN,110,3.851486673856109e-05,1,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105
149,alhomr,1,0,0,alhomr,NN,110,3.851486673856109e-05,1,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105
150,alhumr,1,0,0,alhumr,JJ,110,3.851486673856109e-05,1,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105
151,aljabal,1,0,0,aljab,JJ,110,3.851486673856109e-05,1,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105
152,aljanabrah,2,0,0,aljanabrah,NN,109,7.702973347712218e-05,2,2.670245853074124,2.670245853074124,5.340491706148248,2.670245853074124,2.670245853074124
153,aljanobi,1,0,0,aljanobi,JJ,110,3.851486673856109e-05,1,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105
154,aljoura,1,0,0,aljoura,JJ,110,3.851486673856109e-05,1,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105
155,alkhawabi,1,0,0,alkhawabi,JJ,110,3.851486673856109e-05,1,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105
156,alkurdi,1,0,0,alkurdi,NN,110,3.851486673856109e-05,1,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105
157,all,4,0,1,all,DT,107,0.00015405946695424435,4,2.369215857410143,2.369215857410143,9.476863429640572,2.369215857410143,2.369215857410143
158,allatamna,6,0,0,allatamna,JJ,105,0.00023108920043136651,6,2.1931245983544616,2.1931245983544616,13.15874759012677,2.1931245983544616,2.1931245983544616
159,allegations,1,0,0,alleg,NNS,110,3.851486673856109e-05,1,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105
160,alleged,2,0,0,alleg,JJ,109,7.702973347712218e-05,2,2.670245853074124,2.670245853074124,5.340491706148248,2.670245853074124,2.670245853074124
161,allied,16,0,0,alli,JJ,95,0.0006162378678169774,16,1.7671558660821804,1.7671558660821807,28.27449385731489,1.7671558660821804,1.7671558660821804
162,allies,4,0,0,alli,NNS,107,0.00015405946695424435,4,2.369215857410143,2.369215857410143,9.476863429640572,2.369215857410143,2.369215857410143
163,allocated,7,0,0,alloc,VBN,104,0.0002696040671699276,6,2.1931245983544616,2.558645364746872,15.351872188481233,2.1931245983544616,4.386249196708923
164,allowed,1,0,0,allow,VBD,110,3.851486673856109e-05,1,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105
165,alluwaybdah,1,0,0,alluwaybdah,NN,110,3.851486673856109e-05,1,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105
166,almalikeyyeh,2,0,0,almalikeyyeh,JJ,109,7.702973347712218e-05,2,2.670245853074124,2.670245853074124,5.340491706148248,2.670245853074124,2.670245853074124
167,almanqoura,1,0,0,almanqoura,NN,110,3.851486673856109e-05,1,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105
168,almaqdes,1,0,0,almaqd,NNS,110,3.851486673856109e-05,1,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105
169,almaza,1,0,0,almaza,JJ,110,3.851486673856109e-05,1,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105
170,almotahelp,1,0,0,almotahelp,JJ,110,3.851486673856109e-05,1,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105
171,alnile,1,0,0,alnil,JJ,110,3.851486673856109e-05,1,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105
172,alomar,1,0,0,alomar,JJ,110,3.851486673856109e-05,1,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105
173,alommal,1,0,0,alomm,JJ,110,3.851486673856109e-05,1,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105
174,along,2,0,0,along,IN,109,7.702973347712218e-05,1,2.971275848738105,5.94255169747621,5.94255169747621,5.94255169747621,5.94255169747621
175,alqaeda,1,0,0,alqaeda,JJ,110,3.851486673856109e-05,1,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105
176,alqahtani,1,0,0,alqahtani,NN,110,3.851486673856109e-05,1,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105
177,alqahtano,1,0,0,alqahtano,NN,110,3.851486673856109e-05,1,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105
178,alqalamoun,1,0,0,alqalamoun,JJ,110,3.851486673856109e-05,1,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105
179,alqantara,1,0,0,alqantara,JJ,110,3.851486673856109e-05,1,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105
180,alqosur,1,0,0,alqosur,JJ,110,3.851486673856109e-05,1,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105
181,alrahman,1,0,0,alrahman,JJ,110,3.851486673856109e-05,1,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105
182,alrai,1,0,0,alrai,NN,110,3.851486673856109e-05,1,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105
183,alrakama,1,0,0,alrakama,NN,110,3.851486673856109e-05,1,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105
184,alraqim,1,0,0,alraqim,JJ,110,3.851486673856109e-05,1,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105
185,alraqqa,1,0,0,alraqqa,JJ,110,3.851486673856109e-05,1,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105,2.971275848738105
